hit_from,hit_to,query_from,query_to,hit_gaps,query_gaps,align_from,align_to,align_len,identity,query_strand,hit_strand,bit_score,evalue,hit_seqid,hit_genome_id,query_genome_id,hit_taxonomy_id,query_taxonomy_id,gff_seqid,gff_source,gff_type,gff_start,gff_end,gff_score,gff_strand,gff_phase,gff_gene_id,gff_attribute:ID
249962778,249962965,0,187,2,2,249962778,249962968,189,151,+,+,135.926,4.36004e-30,NW_024609835.1,GCF_016920785.2,GCF_030705265.1,6945,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345902.3-2
249962778,249962965,0,187,2,2,249962778,249962968,189,151,+,+,135.926,4.36004e-30,NW_024609835.1,GCF_016920785.2,GCF_030705265.1,6945,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345904.3-2
249962778,249962965,0,187,2,2,249962778,249962968,189,151,+,+,135.926,4.36004e-30,NW_024609835.1,GCF_016920785.2,GCF_030705265.1,6945,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345893.3-3
249962778,249962965,0,187,2,2,249962778,249962968,189,151,+,+,135.926,4.36004e-30,NW_024609835.1,GCF_016920785.2,GCF_030705265.1,6945,29058,NC_087135.1,Gnomon,exon,5504815,5505005,None,+,None,110384573,exon-XM_021345898.3-2
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717208.1-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717208.1-4
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717208.1-5
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717208.1-6
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717208.1-7
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717208.1-8
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717204.1-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717204.1-4
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717204.1-5
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717204.1-6
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717204.1-7
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717204.1-8
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_032453434.2-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_032453434.2-4
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_032453434.2-5
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_032453434.2-6
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_032453434.2-7
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_032453434.2-8
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717205.1-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717205.1-4
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717205.1-5
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717205.1-6
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717205.1-7
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717205.1-8
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717207.1-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717207.1-4
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717207.1-5
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717207.1-6
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717207.1-7
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717207.1-8
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717209.1-2
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717209.1-3
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717209.1-4
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717209.1-5
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717209.1-6
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717209.1-7
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_032453435.2-2
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_032453435.2-3
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_032453435.2-4
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_032453435.2-5
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_032453435.2-6
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_032453435.2-7
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717210.1-2
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717210.1-3
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717210.1-4
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717210.1-5
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717210.1-6
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717210.1-7
2659958,2660692,802,1521,17,32,2659156,2661032,751,584,+,+,416.616,1.02392e-114,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11143398,11145274,None,+,None,6504901,exon-XM_032453433.2-2
2661030,2661092,1814,1876,0,0,2659216,2661092,62,56,+,+,82.3729,4.24241e-14,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11143398,11145274,None,+,None,6504901,exon-XM_032453433.2-2
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_032453433.2-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_032453433.2-4
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_032453433.2-5
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_032453433.2-6
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_032453433.2-7
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_032453433.2-8
2659958,2660692,802,1521,17,32,2659156,2661032,751,584,+,+,416.616,1.02392e-114,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11143398,11145274,None,+,None,6504901,exon-XM_044717203.1-1
2661030,2661092,1814,1876,0,0,2659216,2661092,62,56,+,+,82.3729,4.24241e-14,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11143398,11145274,None,+,None,6504901,exon-XM_044717203.1-1
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717203.1-2
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717203.1-3
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717203.1-4
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717203.1-5
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717203.1-6
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717203.1-7
2659958,2660692,802,1521,17,32,2659156,2661032,751,584,+,+,416.616,1.02392e-114,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11143398,11145274,None,+,None,6504901,exon-XM_044717202.1-1
2661030,2661092,1814,1876,0,0,2659216,2661092,62,56,+,+,82.3729,4.24241e-14,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11143398,11145274,None,+,None,6504901,exon-XM_044717202.1-1
2669914,2670102,2,190,0,0,2669912,2670102,188,179,+,+,298.431,3.45326e-80,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154504,11154694,None,+,None,6504901,exon-XM_044717202.1-2
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11154756,11154839,None,+,None,6504901,exon-XM_044717202.1-3
2671120,2671230,0,110,0,0,2671120,2671230,110,110,+,+,204.252,4.03639e-52,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155425,11155535,None,+,None,6504901,exon-XM_044717202.1-4
2671307,2671540,0,233,0,0,2671307,2671544,233,213,+,+,320.591,9.4693e-87,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155605,11155842,None,+,None,6504901,exon-XM_044717202.1-5
2671628,2671821,0,193,0,0,2671628,2671821,193,182,+,+,296.584,1.26459e-79,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11155904,11156097,None,+,None,6504901,exon-XM_044717202.1-6
2672913,2673102,0,189,0,0,2672913,2673102,189,175,+,+,272.578,2.0804e-72,NC_004354.4,GCF_000001215.4,GCF_017639315.1,7227,7217,NC_057931.1,Gnomon,exon,11157393,11157582,None,+,None,6504901,exon-XM_044717202.1-7
2642000,2642092,663,755,0,0,2641337,2642092,92,86,+,+,137.772,3.51966e-31,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4499290,4500045,None,+,None,6902166,exon-XM_033384865.1-2
2669633,2669752,0,119,0,0,2669633,2669752,119,109,+,+,165.472,2.10404e-40,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534603,4534722,None,+,None,6902166,exon-XM_033384865.1-3
2669912,2670102,0,190,0,0,2669912,2670102,190,180,+,+,296.584,1.24201e-79,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534874,4535064,None,+,None,6902166,exon-XM_033384865.1-4
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4535137,4535220,None,+,None,6902166,exon-XM_033384865.1-5
2671120,2671230,0,110,0,0,2671120,2671230,110,109,+,+,198.712,1.87795e-50,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536284,4536394,None,+,None,6902166,exon-XM_033384865.1-7
2671307,2671544,0,237,0,0,2671307,2671544,237,217,+,+,327.977,5.65887e-89,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536464,4536701,None,+,None,6902166,exon-XM_033384865.1-8
2671628,2671821,0,193,0,0,2671628,2671821,193,181,+,+,291.044,5.88359e-78,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536776,4536969,None,+,None,6902166,exon-XM_033384865.1-9
2672913,2673098,0,185,0,0,2672913,2673102,185,169,+,+,254.111,7.53556e-67,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4538277,4538466,None,+,None,6902166,exon-XM_033384865.1-10
2642000,2642092,663,755,0,0,2641337,2642092,92,86,+,+,137.772,3.51966e-31,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4499290,4500045,None,+,None,6902166,exon-XM_033384863.1-2
2669633,2669752,0,119,0,0,2669633,2669752,119,109,+,+,165.472,2.10404e-40,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534603,4534722,None,+,None,6902166,exon-XM_033384863.1-3
2669912,2670102,0,190,0,0,2669912,2670102,190,180,+,+,296.584,1.24201e-79,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534874,4535064,None,+,None,6902166,exon-XM_033384863.1-4
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4535137,4535220,None,+,None,6902166,exon-XM_033384863.1-5
2671120,2671230,0,110,0,0,2671120,2671230,110,109,+,+,198.712,1.87795e-50,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536284,4536394,None,+,None,6902166,exon-XM_033384863.1-7
2671307,2671544,0,237,0,0,2671307,2671544,237,217,+,+,327.977,5.65887e-89,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536464,4536701,None,+,None,6902166,exon-XM_033384863.1-8
2671628,2671821,0,193,0,0,2671628,2671821,193,181,+,+,291.044,5.88359e-78,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536776,4536969,None,+,None,6902166,exon-XM_033384863.1-9
2672913,2673098,0,185,0,0,2672913,2673102,185,169,+,+,254.111,7.53556e-67,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4538277,4538466,None,+,None,6902166,exon-XM_033384863.1-10
2642000,2642092,663,755,0,0,2641337,2642092,92,86,+,+,137.772,3.51966e-31,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4499290,4500045,None,+,None,6902166,exon-XM_015185744.2-2
2669912,2670102,0,190,0,0,2669912,2670102,190,180,+,+,296.584,1.24201e-79,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534874,4535064,None,+,None,6902166,exon-XM_015185744.2-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4535137,4535220,None,+,None,6902166,exon-XM_015185744.2-4
2671120,2671230,0,110,0,0,2671120,2671230,110,109,+,+,198.712,1.87795e-50,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536284,4536394,None,+,None,6902166,exon-XM_015185744.2-6
2671307,2671544,0,237,0,0,2671307,2671544,237,217,+,+,327.977,5.65887e-89,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536464,4536701,None,+,None,6902166,exon-XM_015185744.2-7
2671628,2671821,0,193,0,0,2671628,2671821,193,181,+,+,291.044,5.88359e-78,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536776,4536969,None,+,None,6902166,exon-XM_015185744.2-8
2672913,2673098,0,185,0,0,2672913,2673102,185,169,+,+,254.111,7.53556e-67,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4538277,4538466,None,+,None,6902166,exon-XM_015185744.2-9
2642000,2642092,663,755,0,0,2641337,2642092,92,86,+,+,137.772,3.51966e-31,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4499290,4500045,None,+,None,6902166,exon-XM_015185740.2-2
2669912,2670102,0,190,0,0,2669912,2670102,190,180,+,+,296.584,1.24201e-79,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534874,4535064,None,+,None,6902166,exon-XM_015185740.2-3
2670173,2670256,0,83,0,0,2670173,2670256,83,79,+,+,132.232,1.34782e-30,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4535137,4535220,None,+,None,6902166,exon-XM_015185740.2-4
2671120,2671230,0,110,0,0,2671120,2671230,110,109,+,+,198.712,1.87795e-50,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536284,4536394,None,+,None,6902166,exon-XM_015185740.2-5
2671307,2671544,0,237,0,0,2671307,2671544,237,217,+,+,327.977,5.65887e-89,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536464,4536701,None,+,None,6902166,exon-XM_015185740.2-6
2671628,2671821,0,193,0,0,2671628,2671821,193,181,+,+,291.044,5.88359e-78,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4536776,4536969,None,+,None,6902166,exon-XM_015185740.2-7
2672913,2673098,0,185,0,0,2672913,2673102,185,169,+,+,254.111,7.53556e-67,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4538277,4538466,None,+,None,6902166,exon-XM_015185740.2-8
2642000,2642092,663,755,0,0,2641337,2642092,92,86,+,+,137.772,3.51966e-31,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4499290,4500045,None,+,None,6902166,exon-XM_033384868.1-2
2669633,2669752,0,119,0,0,2669633,2669752,119,109,+,+,165.472,2.10404e-40,NC_004354.4,GCF_000001215.4,GCF_009870125.1,7227,7237,NC_046683.1,Gnomon,exon,4534603,4534722,None,+,None,6902166,exon-XM_033384868.1-3
